id,source_url,cam_url,cam_stream,ipwithport,ip2location,latitude,longitude,country_code,country,state,city,zipcode,timezone,cam_fixed_url,cam_ip,image_jpeg,camera_model,image_jpg_url,image_url_full,live_webcam_stream,manufacturer,tag,title_seo,description_seo,view_count
959,,,http://72.253.153.216:81/mjpg/video.mjpg,75.99.53.114:80,72.253.153.216,2.131.410.000,-15.780.000,US,United States,Hawaii,Honolulu,96813,-10:00:00,,http://72.253.153.216:81,,AXIS 210 Network Camera,,http://72.253.153.216:81/jpg/image.jpg,http://72.253.153.216:81/mjpg/video.mjpg,Axis,,"Honolulu Webcam - Live Stream Cam in Hawaii, United States","Watch a live webcam stream from Honolulu, United States. Captured by an Axis branded camera.",0
961,,,http://198.244.125.230:8080/mjpg/video.mjpg,129.132.117.46:80,198.244.125.230,3.959.810.000,-11.920.000,US,United States,Nevada,Fernley,89408,-7:00:00,,http://198.244.125.230:8080,,AXIS 210 Network Camera,,http://198.244.125.230:8080/jpg/image.jpg,http://198.244.125.230:8080/mjpg/video.mjpg,Axis,,"Fernley Webcam - Live Stream Cam in Nevada, United States","Watch a live webcam stream from Fernley, United States. Captured by an Axis branded camera.",0
246,,,http://212.89.9.220:9000/mjpg/video.mjpg?COUNTER,85.119.11.164:2003,195.145.95.169,510.500.720,127.975.400,DE,Germany,Sachsen,Rochlitz,9306,+02:00,,http://212.89.9.220:9000,,AXIS 210 Network Camera version 4.10,,http://212.89.9.220:9000/jpg/image.jpg,http://212.89.9.220:9000/mjpg/video.mjpg,Axis,,"Rochlitz Webcam - Live Stream Cam in Sachsen, Germany","Watch a live webcam stream from Rochlitz, Germany. Captured by an Axis branded camera.",0
734,,,http://212.89.9.220:9000/mjpg/video.mjpg?COUNTER,50.192.87.13:80,212.89.9.220,423.219.800,-55.819.500,ES,Spain,Castilla y Leon,Villamanan,24234,+02:00,,http://212.89.9.220:9000,,AXIS 210 Network Camera version 4.10,,http://212.89.9.220:9000/jpg/image.jpg,http://212.89.9.220:9000/mjpg/video.mjpg,Axis,,"Villamanan Webcam - Live Stream Cam in Castilla y Leon, Spain","Watch a live webcam stream from Villamanan, Spain. Captured by an Axis branded camera.",0
155,,,http://80.13.189.135:80/mjpg/video.mjpg,82.64.66.72:80,80.13.189.135,4.720.510.000,-130.450.000,FR,France,Pays-de-la-Loire,Le Landreau,44430,+02:00,,http://80.13.189.135:80,,AXIS 210A Network Camera,,http://80.13.189.135:80/jpg/image.jpg,http://80.13.189.135:80/mjpg/video.mjpg,Axis,,"Le Landreau Webcam - Live Stream Cam in Pays-de-la-Loire, France","Watch a live webcam stream from Le Landreau, France. Captured by an Axis branded camera.",0
883,,,http://206.230.61.90:80/mjpg/video.mjpg,166.145.213.42:80,206.230.61.90,3.964.900.000,-11.970.000,US,United States,Nevada,Spanish Springs,89436,-7:00:00,,http://206.230.61.90:80,,AXIS 210A Network Camera,,http://206.230.61.90:80/jpg/image.jpg,http://206.230.61.90:80/mjpg/video.mjpg,Axis,,"Spanish Springs Webcam - Live Stream Cam in Nevada, United States","Watch a live webcam stream from Spanish Springs, United States. Captured by an Axis branded camera.",0
9,,,http://93.82.217.187:90/mjpg/video.mjpg,93.82.217.187:90,93.82.217.187,4.820.840.000,1.637.200.000,AT,Austria,Wien,Vienna,1010,+02:00,,http://93.82.217.187:90,,AXIS 211 Network Camera,,http://93.82.217.187:90/jpg/image.jpg,http://93.82.217.187:90/mjpg/video.mjpg,Axis,,"Vienna Webcam - Live Stream Cam in Wien, Austria","Watch a live webcam stream from Vienna, Austria. Captured by an Axis branded camera.",0
92,,,http://213.226.240.52:82/mjpg/video.mjpg,109.81.196.164:88,213.226.240.52,4.943.130.000,1.522.330.000,CZ,Czechia,Kraj Vysocina,Pelhrimov,393 01,+02:00,,http://213.226.240.52:82,,AXIS 211 Network Camera,,http://213.226.240.52:82/jpg/image.jpg,http://213.226.240.52:82/mjpg/video.mjpg,Axis,,"Pelhrimov Webcam - Live Stream Cam in Kraj Vysocina, Czechia","Watch a live webcam stream from Pelhrimov, Czechia. Captured by an Axis branded camera.",0
93,,,http://89.190.78.245:88/mjpg/video.mjpg,90.181.209.149:80,89.190.78.245,5.053.680.000,1.623.350.000,CZ,Czechia,Kralovehradecky kraj,Police nad Metuji,549 54,+02:00,,http://89.190.78.245:88,,AXIS 211 Network Camera,,http://89.190.78.245:88/jpg/image.jpg,http://89.190.78.245:88/mjpg/video.mjpg,Axis,,"Police nad Metuji Webcam - Live Stream Cam in Kralovehradecky kraj, Czechia","Watch a live webcam stream from Police nad Metuji, Czechia. Captured by an Axis branded camera.",0
107,,,http://185.112.166.158:80/mjpg/video.mjpg,88.81.82.239:8888,185.112.166.158,4.925.990.000,1.471.860.000,CZ,Czechia,Jihocesky kraj,Sobeslav,392 01,+02:00,,http://185.112.166.158:80,,AXIS 211 Network Camera,,http://185.112.166.158:80/jpg/image.jpg,http://185.112.166.158:80/mjpg/video.mjpg,Axis,,"Sobeslav Webcam - Live Stream Cam in Jihocesky kraj, Czechia","Watch a live webcam stream from Sobeslav, Czechia. Captured by an Axis branded camera.",0
149,,,http://147.173.216.121:80/mjpg/video.mjpg,80.13.189.135:80,147.173.216.121,4.516.660.000,571.660.000,FR,France,Auvergne-Rhone-Alpes,Grenoble,38042,+02:00,,http://147.173.216.121:80,,AXIS 211 Network Camera,,http://147.173.216.121:80/jpg/image.jpg,http://147.173.216.121:80/mjpg/video.mjpg,Axis,,"Grenoble Webcam - Live Stream Cam in Auvergne-Rhone-Alpes, France","Watch a live webcam stream from Grenoble, France. Captured by an Axis branded camera.",0
160,,,http://92.154.6.249:8888/mjpg/video.mjpg,217.181.153.115:80,92.154.6.249,4.885.830.000,229.450.000,FR,France,Ile-de-France,Paris,75000,+02:00,,http://92.154.6.249:8888,,AXIS 211 Network Camera,,http://92.154.6.249:8888/jpg/image.jpg,http://92.154.6.249:8888/mjpg/video.mjpg,Axis,,"Paris Webcam - Live Stream Cam in Ile-de-France, France","Watch a live webcam stream from Paris, France. Captured by an Axis branded camera.",0
165,,,http://82.64.225.2:8082/mjpg/video.mjpg,90.63.255.188:81,82.64.225.2,4.853.330.000,266.660.000,FR,France,Ile-de-France,Melun,77110,+02:00,,http://82.64.225.2:8082,,AXIS 211 Network Camera,,http://82.64.225.2:8082/jpg/image.jpg,http://82.64.225.2:8082/mjpg/video.mjpg,Axis,,"Melun Webcam - Live Stream Cam in Ile-de-France, France","Watch a live webcam stream from Melun, France. Captured by an Axis branded camera.",0
170,,,http://88.166.245.77:83/mjpg/video.mjpg,151.127.36.36:8080,88.166.245.77,4.518.350.000,390.990.000,FR,France,Auvergne-Rhone-Alpes,Vorey,43800,+02:00,,http://88.166.245.77:83,,AXIS 211 Network Camera,,http://88.166.245.77:83/jpg/image.jpg,http://88.166.245.77:83/mjpg/video.mjpg,Axis,,"Vorey Webcam - Live Stream Cam in Auvergne-Rhone-Alpes, France","Watch a live webcam stream from Vorey, France. Captured by an Axis branded camera.",0
171,,,http://88.166.245.77:81/mjpg/video.mjpg,80.13.21.61:82,88.166.245.77,4.518.350.000,390.990.000,FR,France,Auvergne-Rhone-Alpes,Vorey,43800,+02:00,,http://88.166.245.77:81,,AXIS 211 Network Camera,,http://88.166.245.77:81/jpg/image.jpg,http://88.166.245.77:81/mjpg/video.mjpg,Axis,,"Vorey Webcam - Live Stream Cam in Auvergne-Rhone-Alpes, France","Watch a live webcam stream from Vorey, France. Captured by an Axis branded camera.",0
180,,,http://212.6.91.123:80/mjpg/video.mjpg?COUNTER,94.139.68.110:80,82.127.163.2,427.907.910,5.931.500,FR,France,Occitanie,Bagneres-de-Luchon,31110,+02:00,,http://212.6.91.123:80,,AXIS 211 Network Camera,,http://212.6.91.123:80/jpg/image.jpg,http://212.6.91.123:80/mjpg/video.mjpg,Axis,,"Bagneres-de-Luchon Webcam - Live Stream Cam in Occitanie, France","Watch a live webcam stream from Bagneres-de-Luchon, France. Captured by an Axis branded camera.",0
184,,,http://209.143.33.109:80/mjpg/video.mjpg?COUNTER,134.76.205.76:80,193.248.169.227,467.528.690,52.453.000,FR,France,Bourgogne-Franche-Comte,Saint-Germain-du-Bois,71330,+02:00,,http://209.143.33.109:80,,AXIS 211 Network Camera,,http://209.143.33.109:80/jpg/image.jpg,http://209.143.33.109:80/mjpg/video.mjpg,Axis,,"Saint-Germain-du-Bois Webcam - Live Stream Cam in Bourgogne-Franche-Comte, France","Watch a live webcam stream from Saint-Germain-du-Bois, France. Captured by an Axis branded camera.",0
191,,,http://134.76.205.76:80/mjpg/video.mjpg,77.235.187.81:80,134.76.205.76,5.153.930.000,993.400.000,DE,Germany,Niedersachsen,Gottingen,37073,+02:00,,http://134.76.205.76:80,,AXIS 211 Network Camera,,http://134.76.205.76:80/jpg/image.jpg,http://134.76.205.76:80/mjpg/video.mjpg,Axis,,"Gottingen Webcam - Live Stream Cam in Niedersachsen, Germany","Watch a live webcam stream from Gottingen, Germany. Captured by an Axis branded camera.",0
194,,,http://212.6.91.123:80/mjpg/video.mjpg,80.147.196.243:8888,212.6.91.123,5.395.500.000,1.355.660.000,DE,Germany,Mecklenburg-Vorpommern,Oldenburg,17495,+02:00,,http://212.6.91.123:80,,AXIS 211 Network Camera,,http://212.6.91.123:80/jpg/image.jpg,http://212.6.91.123:80/mjpg/video.mjpg,Axis,,"Oldenburg Webcam - Live Stream Cam in Mecklenburg-Vorpommern, Germany","Watch a live webcam stream from Oldenburg, Germany. Captured by an Axis branded camera.",0
226,,,http://134.76.205.76:80/mjpg/video.mjpg?COUNTER,108.49.186.56:80,134.76.205.76,529.000.170,101.670.040,DE,Germany,Niedersachsen,Fassberg,29328,+02:00,,http://134.76.205.76:80,,AXIS 211 Network Camera,,http://134.76.205.76:80/jpg/image.jpg,http://134.76.205.76:80/mjpg/video.mjpg,Axis,,"Fassberg Webcam - Live Stream Cam in Niedersachsen, Germany","Watch a live webcam stream from Fassberg, Germany. Captured by an Axis branded camera.",0
318,,,http://134.76.205.76:80/mjpg/video.mjpg?COUNTER,124.143.131.17:80,95.225.35.24,454.643.360,91.885.470,IT,Italy,Lombardia,Milan,20131,+02:00,,http://134.76.205.76:80,,AXIS 211 Network Camera,,http://134.76.205.76:80/jpg/image.jpg,http://134.76.205.76:80/mjpg/video.mjpg,Axis,,"Milan Webcam - Live Stream Cam in Lombardia, Italy","Watch a live webcam stream from Milan, Italy. Captured by an Axis branded camera.",0
369,,,http://213.124.95.98:8080/mjpg/video.mjpg?COUNTER,193.173.111.26:80,153.142.212.187,356.667.790,1.385.669.250,JP,Japan,Yamanashi,Kofu,400-0858,+09:00,,http://213.124.95.98:8080,,AXIS 211 Network Camera,,http://213.124.95.98:8080/jpg/image.jpg,http://213.124.95.98:8080/mjpg/video.mjpg,Axis,,"Kofu Webcam - Live Stream Cam in Yamanashi, Japan","Watch a live webcam stream from Kofu, Japan. Captured by an Axis branded camera.",0
392,,,http://213.124.95.98:8080/mjpg/video.mjpg,178.164.20.9:80,213.124.95.98,5.260.250.000,468.810.000,NL,Netherlands,Noord-Holland,Heiloo,1852,+02:00,,http://213.124.95.98:8080,,AXIS 211 Network Camera,,http://213.124.95.98:8080/jpg/image.jpg,http://213.124.95.98:8080/mjpg/video.mjpg,Axis,,"Heiloo Webcam - Live Stream Cam in Noord-Holland, Netherlands","Watch a live webcam stream from Heiloo, Netherlands. Captured by an Axis branded camera.",0
415,,,http://147.173.216.121:80/mjpg/video.mjpg?COUNTER,79.161.0.48:81,77.161.136.199,518.866.730,54.289.120,NL,Netherlands (Kingdom of the),Gelderland,Tiel,4007,+02:00,,http://147.173.216.121:80,,AXIS 211 Network Camera,,http://147.173.216.121:80/jpg/image.jpg,http://147.173.216.121:80/mjpg/video.mjpg,Axis,,"Tiel Webcam - Live Stream Cam in Gelderland, Netherlands (Kingdom of the)","Watch a live webcam stream from Tiel, Netherlands (Kingdom of the). Captured by an Axis branded camera.",0
420,,,http://82.134.72.195:80/mjpg/video.mjpg,130.223.93.252:80,82.134.72.195,6.039.290.000,532.410.000,NO,Norway,Vestland,Bergen,5893,+02:00,,http://82.134.72.195:80,,AXIS 211 Network Camera,,http://82.134.72.195:80/jpg/image.jpg,http://82.134.72.195:80/mjpg/video.mjpg,Axis,,"Bergen Webcam - Live Stream Cam in Vestland, Norway","Watch a live webcam stream from Bergen, Norway. Captured by an Axis branded camera.",0
421,,,http://82.134.72.194:80/mjpg/video.mjpg,185.67.188.120:80,82.134.72.194,6.039.290.000,532.410.000,NO,Norway,Vestland,Bergen,5893,+02:00,,http://82.134.72.194:80,,AXIS 211 Network Camera,,http://82.134.72.194:80/jpg/image.jpg,http://82.134.72.194:80/mjpg/video.mjpg,Axis,,"Bergen Webcam - Live Stream Cam in Vestland, Norway","Watch a live webcam stream from Bergen, Norway. Captured by an Axis branded camera.",0
451,,,http://82.134.72.194:80/mjpg/video.mjpg?COUNTER,210.249.39.236:80,82.134.72.194,597.797.700,55.005.100,NO,Norway,Vestland,Leirvik,5404,+02:00,,http://82.134.72.194:80,,AXIS 211 Network Camera,,http://82.134.72.194:80/jpg/image.jpg,http://82.134.72.194:80/mjpg/video.mjpg,Axis,,"Leirvik Webcam - Live Stream Cam in Vestland, Norway","Watch a live webcam stream from Leirvik, Norway. Captured by an Axis branded camera.",0
472,,,http://194.71.159.17:80/mjpg/video.mjpg?COUNTER,195.211.216.174:80,62.61.63.66,543.520.510,186.463.700,PL,Poland,Pomorskie,Gdansk,80-980,+02:00,,http://194.71.159.17:80,,AXIS 211 Network Camera,,http://194.71.159.17:80/jpg/image.jpg,http://194.71.159.17:80/mjpg/video.mjpg,Axis,,"Gdansk Webcam - Live Stream Cam in Pomorskie, Poland","Watch a live webcam stream from Gdansk, Poland. Captured by an Axis branded camera.",0
475,,,http://89.190.78.245:88/mjpg/video.mjpg?COUNTER,78.36.19.87:80,89.171.191.36,522.297.710,210.117.800,PL,Poland,Mazowieckie,Warsaw,05-077,+02:00,,http://89.190.78.245:88,,AXIS 211 Network Camera,,http://89.190.78.245:88/jpg/image.jpg,http://89.190.78.245:88/mjpg/video.mjpg,Axis,,"Warsaw Webcam - Live Stream Cam in Mazowieckie, Poland","Watch a live webcam stream from Warsaw, Poland. Captured by an Axis branded camera.",0
492,,,http://185.97.165.78:80/mjpg/video.mjpg,95.161.27.60:80,185.97.165.78,5.989.440.000,3.026.410.000,RU,Russian Federation,Sankt-Peterburg,Saint Petersburg,190990,+03:00,,http://185.97.165.78:80,,AXIS 211 Network Camera,,http://185.97.165.78:80/jpg/image.jpg,http://185.97.165.78:80/mjpg/video.mjpg,Axis,,"Saint Petersburg Webcam - Live Stream Cam in Sankt-Peterburg, Russian Federation","Watch a live webcam stream from Saint Petersburg, Russian Federation. Captured by an Axis branded camera.",0
542,,,http://212.26.225.116:80/mjpg/video.mjpg,178.46.128.247:8099,212.26.225.116,546.268.200,396.913.570,RU,Russian Federation,Ryazanskaya oblast,Ryazan,390006,+03:00,,http://212.26.225.116:80,,AXIS 211 Network Camera,,http://212.26.225.116:80/jpg/image.jpg,http://212.26.225.116:80/mjpg/video.mjpg,Axis,,"Ryazan Webcam - Live Stream Cam in Ryazanskaya oblast, Russian Federation","Watch a live webcam stream from Ryazan, Russian Federation. Captured by an Axis branded camera.",0
585,,,http://185.97.165.78/mjpg/video.mjpg,178.46.128.247:8222,185.97.165.78,598.944.400,302.642.000,RU,Russian Federation,Sankt-Peterburg,Saint Petersburg,190990,+03:00,,http://185.97.165.78,,AXIS 211 Network Camera,,http://185.97.165.78/jpg/image.jpg,http://185.97.165.78/mjpg/video.mjpg,Axis,,"Saint Petersburg Webcam - Live Stream Cam in Sankt-Peterburg, Russian Federation","Watch a live webcam stream from Saint Petersburg, Russian Federation. Captured by an Axis branded camera.",0
602,,,http://212.26.225.116/mjpg/video.mjpg,92.43.189.69:8170,212.26.225.116,546.268.200,396.913.570,RU,Russian Federation,Ryazanskaya oblast,Ryazan,390006,+03:00,,http://212.26.225.116,,AXIS 211 Network Camera,,http://212.26.225.116/jpg/image.jpg,http://212.26.225.116/mjpg/video.mjpg,Axis,,"Ryazan Webcam - Live Stream Cam in Ryazanskaya oblast, Russian Federation","Watch a live webcam stream from Ryazan, Russian Federation. Captured by an Axis branded camera.",0
697,,,http://93.87.72.254:8082/mjpg/video.mjpg,212.147.38.3:80,93.87.72.254,4.538.360.000,2.038.190.000,RS,Serbia,Srednjebanatski okrug,Zrenjanin,23101,+02:00,,http://93.87.72.254:8082,,AXIS 211 Network Camera,,http://93.87.72.254:8082/jpg/image.jpg,http://93.87.72.254:8082/mjpg/video.mjpg,Axis,,"Zrenjanin Webcam - Live Stream Cam in Srednjebanatski okrug, Serbia","Watch a live webcam stream from Zrenjanin, Serbia. Captured by an Axis branded camera.",0
698,,,http://93.87.72.254:8090/mjpg/video.mjpg,83.150.56.16:82,93.87.72.254,4.538.360.000,2.038.190.000,RS,Serbia,Srednjebanatski okrug,Zrenjanin,23101,+02:00,,http://93.87.72.254:8090,,AXIS 211 Network Camera,,http://93.87.72.254:8090/jpg/image.jpg,http://93.87.72.254:8090/mjpg/video.mjpg,Axis,,"Zrenjanin Webcam - Live Stream Cam in Srednjebanatski okrug, Serbia","Watch a live webcam stream from Zrenjanin, Serbia. Captured by an Axis branded camera.",0
699,,,http://93.87.72.254:8081/mjpg/video.mjpg,146.4.64.170:8080,93.87.72.254,4.538.360.000,2.038.190.000,RS,Serbia,Srednjebanatski okrug,Zrenjanin,23101,+02:00,,http://93.87.72.254:8081,,AXIS 211 Network Camera,,http://93.87.72.254:8081/jpg/image.jpg,http://93.87.72.254:8081/mjpg/video.mjpg,Axis,,"Zrenjanin Webcam - Live Stream Cam in Srednjebanatski okrug, Serbia","Watch a live webcam stream from Zrenjanin, Serbia. Captured by an Axis branded camera.",0
701,,,http://93.87.72.254:8082/mjpg/video.mjpg?COUNTER,83.76.133.44:8080,93.87.72.254,458.297.200,204.652.810,RS,Serbia,Severnobanatski okrug,Kikinda,23300,+02:00,,http://93.87.72.254:8082,,AXIS 211 Network Camera,,http://93.87.72.254:8082/jpg/image.jpg,http://93.87.72.254:8082/mjpg/video.mjpg,Axis,,"Kikinda Webcam - Live Stream Cam in Severnobanatski okrug, Serbia","Watch a live webcam stream from Kikinda, Serbia. Captured by an Axis branded camera.",0
706,,,http://193.87.9.22:80/mjpg/video.mjpg,46.14.177.164:8001,193.87.9.22,4.814.810.000,1.710.670.000,SK,Slovakia,Bratislavsky kraj,Bratislava,851 10,+02:00,,http://193.87.9.22:80,,AXIS 211 Network Camera,,http://193.87.9.22:80/jpg/image.jpg,http://193.87.9.22:80/mjpg/video.mjpg,Axis,,"Bratislava Webcam - Live Stream Cam in Bratislavsky kraj, Slovakia","Watch a live webcam stream from Bratislava, Slovakia. Captured by an Axis branded camera.",0
712,,,http://196.21.92.209:80/mjpg/video.mjpg,61.220.233.221:80,196.21.92.209,-3.395.550.000,1.847.410.000,ZA,South Africa,Western Cape,Rosebank,7785,+02:00,,http://196.21.92.209:80,,AXIS 211 Network Camera,,http://196.21.92.209:80/jpg/image.jpg,http://196.21.92.209:80/mjpg/video.mjpg,Axis,,"Rosebank Webcam - Live Stream Cam in Western Cape, South Africa","Watch a live webcam stream from Rosebank, South Africa. Captured by an Axis branded camera.",0
716,,,http://185.188.210.15:8080/mjpg/video.mjpg,117.56.228.206:50001,185.188.210.15,4.187.490.000,228.660.000,ES,Spain,Catalunya,Taradell,8552,+02:00,,http://185.188.210.15:8080,,AXIS 211 Network Camera,,http://185.188.210.15:8080/jpg/image.jpg,http://185.188.210.15:8080/mjpg/video.mjpg,Axis,,"Taradell Webcam - Live Stream Cam in Catalunya, Spain","Watch a live webcam stream from Taradell, Spain. Captured by an Axis branded camera.",0
735,,,http://93.87.72.254:8084/mjpg/video.mjpg?COUNTER,129.10.161.241:80,83.56.31.69,383.450.280,-4.813.150,ES,Spain,"Valenciana, Comunidad",Alicante,3559,+02:00,,http://93.87.72.254:8084,,AXIS 211 Network Camera,,http://93.87.72.254:8084/jpg/image.jpg,http://93.87.72.254:8084/mjpg/video.mjpg,Axis,,"Alicante Webcam - Live Stream Cam in Valenciana, Comunidad, Spain","Watch a live webcam stream from Alicante, Spain. Captured by an Axis branded camera.",0
743,,,http://194.71.159.17:80/mjpg/video.mjpg,178.238.159.148:80,194.71.159.17,5.923.330.000,1.821.660.000,SE,Sweden,Stockholms lan,Tyreso,13840,+02:00,,http://194.71.159.17:80,,AXIS 211 Network Camera,,http://194.71.159.17:80/jpg/image.jpg,http://194.71.159.17:80/mjpg/video.mjpg,Axis,,"Tyreso Webcam - Live Stream Cam in Stockholms lan, Sweden","Watch a live webcam stream from Tyreso, Sweden. Captured by an Axis branded camera.",0
774,,,http://83.173.213.86:8080/mjpg/video.mjpg,71.83.5.155:80,83.173.213.86,4.736.660.000,855.000.000,CH,Switzerland,Zurich,Zurich,8045,+02:00,,http://83.173.213.86:8080,,AXIS 211 Network Camera,,http://83.173.213.86:8080/jpg/image.jpg,http://83.173.213.86:8080/mjpg/video.mjpg,Axis,,"Zurich Webcam - Live Stream Cam in Zurich, Switzerland","Watch a live webcam stream from Zurich, Switzerland. Captured by an Axis branded camera.",0
836,,,http://128.46.200.83:80/mjpg/video.mjpg,166.247.40.1:82,128.46.200.83,4.036.880.000,-8.687.740.000,US,United States,Indiana,West Lafayette,47907,-4:00:00,,http://128.46.200.83:80,,AXIS 211 Network Camera,,http://128.46.200.83:80/jpg/image.jpg,http://128.46.200.83:80/mjpg/video.mjpg,Axis,,"West Lafayette Webcam - Live Stream Cam in Indiana, United States","Watch a live webcam stream from West Lafayette, United States. Captured by an Axis branded camera.",0
842,,,http://209.143.33.109:80/mjpg/video.mjpg,166.142.197.240:80,209.143.33.109,4.074.250.000,-8.410.520.000,US,United States,Ohio,Lima,45801,-4:00:00,,http://209.143.33.109:80,,AXIS 211 Network Camera,,http://209.143.33.109:80/jpg/image.jpg,http://209.143.33.109:80/mjpg/video.mjpg,Axis,,"Lima Webcam - Live Stream Cam in Ohio, United States","Watch a live webcam stream from Lima, United States. Captured by an Axis branded camera.",0
846,,,http://192.110.201.34:8000/mjpg/video.mjpg,72.253.153.216:81,192.110.201.34,4.250.050.000,-9.066.450.000,US,United States,Iowa,Dubuque,52001,-5:00:00,,http://192.110.201.34:8000,,AXIS 211 Network Camera,,http://192.110.201.34:8000/jpg/image.jpg,http://192.110.201.34:8000/mjpg/video.mjpg,Axis,,"Dubuque Webcam - Live Stream Cam in Iowa, United States","Watch a live webcam stream from Dubuque, United States. Captured by an Axis branded camera.",0
848,,,http://148.61.134.229:80/mjpg/video.mjpg,198.244.125.230:8080,148.61.134.229,4.297.200.000,-8.593.280.000,US,United States,Michigan,Allendale,49401,-4:00:00,,http://148.61.134.229:80,,AXIS 211 Network Camera,,http://148.61.134.229:80/jpg/image.jpg,http://148.61.134.229:80/mjpg/video.mjpg,Axis,,"Allendale Webcam - Live Stream Cam in Michigan, United States","Watch a live webcam stream from Allendale, United States. Captured by an Axis branded camera.",0
855,,,http://192.33.141.123:80/mjpg/video.mjpg,98.11.99.54:83,192.33.141.123,3.195.750.000,-11.090.000,US,United States,Arizona,Sahuarita,85614,-7:00:00,,http://192.33.141.123:80,,AXIS 211 Network Camera,,http://192.33.141.123:80/jpg/image.jpg,http://192.33.141.123:80/mjpg/video.mjpg,Axis,,"Sahuarita Webcam - Live Stream Cam in Arizona, United States","Watch a live webcam stream from Sahuarita, United States. Captured by an Axis branded camera.",0
859,,,http://64.69.144.102:80/mjpg/video.mjpg,72.131.101.79:90,64.69.144.102,3.411.750.000,-11.770.000,US,United States,California,La Verne,91750,-7:00:00,,http://64.69.144.102:80,,AXIS 211 Network Camera,,http://64.69.144.102:80/jpg/image.jpg,http://64.69.144.102:80/mjpg/video.mjpg,Axis,,"La Verne Webcam - Live Stream Cam in California, United States","Watch a live webcam stream from La Verne, United States. Captured by an Axis branded camera.",0
1067,,,http://64.69.144.102:80/mjpg/video.mjpg?COUNTER,187.176.190.129:85,64.69.144.102,341.175.270,-1.177.701.490,US,United States,California,La Verne,91750,-7:00:00,,http://64.69.144.102:80,,AXIS 211 Network Camera,,http://64.69.144.102:80/jpg/image.jpg,http://64.69.144.102:80/mjpg/video.mjpg,Axis,,"La Verne Webcam - Live Stream Cam in California, United States","Watch a live webcam stream from La Verne, United States. Captured by an Axis branded camera.",0
1091,,,http://185.97.165.78:80/mjpg/video.mjpg?COUNTER,124.155.75.190:80,166.142.249.7,327.830.580,-968.065.030,US,United States,Texas,Dallas,75201,-5:00:00,,http://185.97.165.78:80,,AXIS 211 Network Camera,,http://185.97.165.78:80/jpg/image.jpg,http://185.97.165.78:80/mjpg/video.mjpg,Axis,,"Dallas Webcam - Live Stream Cam in Texas, United States","Watch a live webcam stream from Dallas, United States. Captured by an Axis branded camera.",0
1113,,,http://82.134.72.195:80/mjpg/video.mjpg?COUNTER,120.51.26.252:8080,192.206.48.49,417.710.000,-881.530.460,US,United States,Illinois,Naperville,60540,-5:00:00,,http://82.134.72.195:80,,AXIS 211 Network Camera,,http://82.134.72.195:80/jpg/image.jpg,http://82.134.72.195:80/mjpg/video.mjpg,Axis,,"Naperville Webcam - Live Stream Cam in Illinois, United States","Watch a live webcam stream from Naperville, United States. Captured by an Axis branded camera.",0
1183,,,http://93.87.72.254:8090/mjpg/video.mjpg?COUNTER,61.194.233.189:8081,198.243.2.251,397.393.610,-1.049.835.970,US,United States,Colorado,Denver,80002,-6:00:00,,http://93.87.72.254:8090,,AXIS 211 Network Camera,,http://93.87.72.254:8090/jpg/image.jpg,http://93.87.72.254:8090/mjpg/video.mjpg,Axis,,"Denver Webcam - Live Stream Cam in Colorado, United States","Watch a live webcam stream from Denver, United States. Captured by an Axis branded camera.",0
53,,,http://84.54.139.100:80/mjpg/video.mjpg,92.247.13.209:80,84.54.139.100,4.268.580.000,2.632.910.000,BG,Bulgaria,Sliven,Sliven,8800,+03:00,,http://84.54.139.100:80,,AXIS 211A Network Camera,,http://84.54.139.100:80/jpg/image.jpg,http://84.54.139.100:80/mjpg/video.mjpg,Axis,,"Sliven Webcam - Live Stream Cam in Sliven, Bulgaria","Watch a live webcam stream from Sliven, Bulgaria. Captured by an Axis branded camera.",0
89,,,http://213.147.126.111:80/mjpg/video.mjpg,213.226.240.52:82,213.147.126.111,4.581.440.000,1.597.790.000,HR,Croatia,Grad Zagreb,Zagreb,10020,+02:00,,http://213.147.126.111:80,,AXIS 211A Network Camera,,http://213.147.126.111:80/jpg/image.jpg,http://213.147.126.111:80/mjpg/video.mjpg,Axis,,"Zagreb Webcam - Live Stream Cam in Grad Zagreb, Croatia","Watch a live webcam stream from Zagreb, Croatia. Captured by an Axis branded camera.",0
90,,,http://213.147.126.106:80/mjpg/video.mjpg,89.190.78.245:88,213.147.126.106,4.581.440.000,1.597.790.000,HR,Croatia,Grad Zagreb,Zagreb,10020,+02:00,,http://213.147.126.106:80,,AXIS 211A Network Camera,,http://213.147.126.106:80/jpg/image.jpg,http://213.147.126.106:80/mjpg/video.mjpg,Axis,,"Zagreb Webcam - Live Stream Cam in Grad Zagreb, Croatia","Watch a live webcam stream from Zagreb, Croatia. Captured by an Axis branded camera.",1
266,,,http://84.54.139.100:80/mjpg/video.mjpg?COUNTER,213.144.93.161:82,163.53.205.236,123.000.000,780.833.280,IN,India,Tamil Nadu,Palakkodu,636803,+05:30,,http://84.54.139.100:80,,AXIS 211A Network Camera,,http://84.54.139.100:80/jpg/image.jpg,http://84.54.139.100:80/mjpg/video.mjpg,Axis,,"Palakkodu Webcam - Live Stream Cam in Tamil Nadu, India","Watch a live webcam stream from Palakkodu, India. Captured by an Axis branded camera.",0
